DE_TransE_i,DE_SimplE_i,DE_DistMult_i,TERO_i,ATISE_i,DE_TransE,DE_SimplE,DE_DistMult,TERO,ATISE
0.232458271,0.307712876,0.397786411,0.271743714,0.225091134,0.98511863,0.991580129,0.953638663,0.992003367,0.972495088
0.181733186,0.219749558,0.295255198,0.241342238,0.179069228,0.999438439,1,0.999578533,0.999158249,0.999579006
0.163606767,0.186589967,0.25436803,0.282080546,0.187158737,0.991576583,0.999438675,0.997892666,0.997053872,0.999017682
0.140359966,0.185191954,0.305497257,0.19594077,0.174953024,0.992278534,0.999158013,0.998876089,0.958473625,0.999017682
0.226944542,0.191201332,0.318639796,0.204668547,0.187388833,0.995788291,0.990597811,0.996768755,0.98526936,0.989054168
0.161926555,0.18185122,0.273729788,0.193330732,0.180992349,0.99985961,0.999859669,0.999859511,0.999158249,0.999719338
0.156406324,0.167364236,0.265890178,0.209444972,0.180442109,0.999578829,0.998596688,0.998595111,0.999859708,0.999859669
0.174241686,0.194774924,0.289521708,0.218296554,0.183056504,1,1,1,1,1
0.151449085,0.156350783,0.222879999,0.127592971,0.149823497,0.961673452,0.952568061,0.95012644,0.962962963,0.997474039
0.166333609,0.2026343,0.269208897,0.196048589,0.184176996,0.984416678,0.991159136,0.98847991,0.993967452,0.986247544
0.32396014,0.291697249,0.35381587,0.281038059,0.245644187,1,0.997193376,0.999438044,1,0.999719338
0.191432625,0.316025092,0.427983805,0.281038059,0.240041674,0.99985961,0.999859669,0.999859511,1,0.999719338
0.212638333,0.219590607,0.296639396,0.191710072,0.183980596,0.962375404,0.952989054,0.952374262,0.985690236,0.965338198
0.219286575,0.311246407,0.418366803,0.316792594,0.242673695,0.974448968,0.44653382,0.59202023,0.719837262,0.004630929
0.483164619,0.303690472,0.334422962,0.371090109,0.586273904,0.983153166,0.970390121,0.970497331,0.993125701,0.992562447
0.21928655,0.349185131,0.481771259,0.323977333,0.271023329,0.991015022,0.939517261,0.893368924,0.70342312,0.005472916
0.340631174,0.412238082,0.489629707,0.437956566,0.668317735,0.962235013,0.981335953,0.981033998,0.993125701,0.992422116
0.191432625,0.212502124,0.316926744,0.227482192,0.189149433,0.999578829,0.999719338,0.997752178,1,0.999859669
0.189809282,0.193098121,0.307246129,0.206622493,0.183354279,0.989751509,0.99649172,0.979207643,0.999438833,0.998877351
0.191432625,0.246182539,0.301044511,0.227482192,0.19888549,0.99985961,1,0.998876089,1,1
0.243737429,0.241232954,0.317714662,0.227482192,0.181899593,0.995788291,0.998877351,0.990868221,1,0.997895032
0.238054116,0.369445427,0.453299676,0.345708346,0.87892412,0.999438439,0.999859669,0.999859511,1,1
0.457752893,0.256562932,0.324871992,0.28286222,0.659390397,0.991997754,0.977827673,0.98595111,0.999017957,0.942744878
0.238054116,0.232569947,0.271645837,0.249975576,0.199729825,0.856240348,0.978248667,0.984967688,0.963664422,0.009121527
0.258353672,0.255715648,0.344994985,0.244794578,0.237494465,0.958444476,0.956216671,0.962348974,0.982463524,0.961128263
0.191432625,0.173520109,0.269570914,0.210438138,0.187042717,0.914642707,0.848301993,0.559005339,0.831228956,0.453831041
0.380918443,0.307883114,0.40228051,0.3629723,0.304754424,0.99494595,0.972916082,0.986653554,1,0.996772383
0.191432625,0.355573712,0.45184904,0.259337064,0.251836235,0.999578829,0.97263542,0.963753863,0.989197531,0.792871176
0.370704659,0.375235956,0.421614994,0.324223641,0.270004652,0.983574337,0.956637665,0.959258219,0.982182941,0.952989054
0.155614009,0.194341488,0.25070484,0.220143984,0.190539913,0.99985961,1,1,1,0.999859669
0.027987614,0.09969901,0.15709368,0.203502431,0.157697943,0.996069072,0.994386753,0.995504355,0.999158249,0.994667415
0.155614009,0.194341488,0.25070484,0.212274674,0.175556532,0.999719219,1,1,0.999859708,0.999859669
0.174946069,0.187104172,0.245422241,0.080680497,0.189606023,0.970939211,0.992702779,0.996487777,0.983164983,0.991159136
0.155614009,0.185224262,0.299201831,0.203224861,0.180822518,0.999578829,0.999719338,0.999859511,0.999719416,1
0.142064874,0.173879919,0.258599926,0.210138898,0.178423367,0.995507511,0.999017682,0.995925822,0.999438833,0.999859669
0.146518998,0.200384328,0.28248576,0.204350537,0.179253031,0.999438439,1,0.999859511,0.999859708,0.999859669
0.192670245,0.192339773,0.285625964,0.191297387,0.159570078,0.990593851,0.998456357,0.987917954,0.99298541,0.998737019
0.175999419,0.238757869,0.304964025,0.245388678,0.193700454,0.999719219,1,1,1,1
0.148494203,0.164477144,0.199928001,0.198131847,0.174980656,0.993401657,0.997754701,0.995082888,0.996352413,0.999298344
0.165430718,0.174356935,0.252539129,0.20866993,0.186655075,0.998876878,0.998175695,0.999157067,0.999438833,0.999719338
0.206349957,0.193575344,0.25388252,0.201195305,0.167141021,0.978660677,0.955374684,0.965580219,0.980780022,0.995369071
0.122471914,0.372457004,0.520054002,0.410562003,0.296742029,0.959848378,0.962110581,0.987917954,0.999298541,0.973056413
0.515243674,0.307255039,0.464022751,0.41232737,0.29482697,0.994524779,0.972354757,0.975133464,0.989758698,0.984142576
0.122471914,0.239352911,0.322643235,0.250920666,0.198840803,0.291731012,0.449480775,0.458555774,0.16456229,0.306904294
0.443753639,0.428601773,0.520916417,0.40715395,0.319632646,0.953390425,0.984282908,0.981455465,0.958193042,0.981195622
0.21023597,0.175802907,0.234941568,0.210663368,0.188152659,0.99985961,0.999859669,0.999859511,0.999859708,0.999859669
0.196977709,0.184300276,0.229531108,0.250625273,0.173982871,0.999157658,0.999438675,0.994801911,0.999859708,0.999298344
0.20751734,0.177126407,0.25213434,0.226139101,0.186496442,0.99985961,0.999859669,0.999719022,0.999859708,0.999719338
0.190541893,0.177525345,0.235012588,0.180725733,0.179928208,0.976414432,0.972214426,0.956588929,0.984006734,0.99045748
0.162344769,0.18175977,0.273897764,0.204062901,0.186199315,1,1,1,0.999719416,0.999579006
0.161827381,0.18175977,0.218035624,0.2100669,0.190040839,0.99985961,1,0.999578533,0.999719416,0.999859669
0.162344769,0.18175977,0.273897764,0.214920237,0.192387372,1,1,1,1,1
0.150499528,0.148898525,0.230196752,0.187957839,0.165128215,0.99031307,0.985405557,0.986372577,0.992003367,0.989896155
0.186619979,0.178050172,0.25616761,0.21273437,0.188499813,0.997192194,0.996912714,0.998595111,0.998597082,0.999438675
0.161785773,0.187209839,0.252046047,0.206912971,0.178495219,0.989611119,0.987791187,0.982860354,0.99537037,0.996211058
0.191432625,0.23248326,0.281093171,0.21155363,0.188133089,0.999719219,0.999579006,0.999016578,0.999579125,0.999579006
0.230773,0.242469139,0.319778027,0.210366733,0.18478027,0.986803313,0.989194499,0.98974431,0.997474747,0.997053045
0.184004751,0.174067347,0.281297658,0.213463466,0.176749524,0.998736487,0.985545888,0.989182355,0.998877666,0.998175695
0.191488517,0.246712802,0.328329858,0.200993996,0.200687018,0.998736487,0.993123772,0.992694577,0.998597082,0.999859669
0.184004751,0.28898396,0.367473159,0.250778802,0.212487386,0.999719219,0.999859669,0.998876089,1,1
0.228840429,0.304154913,0.379121467,0.250778802,0.206762217,0.999578829,0.993404434,0.995925822,1,0.999158013
0.135446607,0.140483182,0.228949442,0.258111325,0.163894009,1,1,1,1,1
0.135446607,0.140483182,0.228949442,0.258111325,0.163894009,1,1,1,1,1
0.135446607,0.140483182,0.228949442,0.224040804,0.163894009,1,1,1,0.999859708,1
0.132470218,0.134011819,0.220514717,0.150533678,0.163894009,0.999719219,0.999579006,0.999578533,0.996352413,1
0.191432625,0.226902613,0.290912895,0.229048735,0.192470525,0.995928682,0.998456357,0.994239955,0.991863075,0.997895032
0.208276345,0.221455769,0.348158633,0.293424578,0.216970132,0.998315317,0.995088409,0.995223377,1,1
0.191432625,0.225731939,0.344204938,0.24983762,0.183591866,0.995647901,0.999298344,0.997190222,0.994809203,0.999579006
0.262416184,0.266056138,0.371332737,0.220484789,0.183912659,0.997753755,0.998035363,0.992554088,0.969135802,0.99284311
0.198146412,0.29781935,0.3710804,0.319326608,0.202078328,0.999719219,0.999298344,0.995644844,1,1
0.255258485,0.237101237,0.291172895,0.26462144,0.153893537,0.988347606,0.98456357,0.987917954,0.984708193,0.992702779
0.198146412,0.143212418,0.196293695,0.23738686,0.202078328,0.981608873,0.968706147,0.981595954,0.990039282,1
0.24051071,0.240993544,0.286310701,0.218932633,0.201333217,0.992138144,0.967162504,0.976819331,0.984006734,0.999579006
0.133062317,0.167684149,0.22328821,0.199125014,0.183642982,0.961954233,0.998175695,0.995363866,0.999719416,0.999438675
0.293491598,0.194620987,0.335453389,0.210605699,0.180299131,0.996069072,0.999298344,0.998033155,0.998877666,0.999017682
0.133062305,0.224515258,0.327475142,0.233159595,0.196158133,0.989611119,0.999017682,0.999157067,0.999719416,0.999859669
0.317864663,0.25427245,0.356107567,0.245566364,0.181681783,0.989611119,0.999859669,0.997892666,1,0.999579006
0.223353192,0.193265075,0.266488333,0.226324839,0.228626744,0.999719219,1,1,1,1
0.184469265,0.106586042,0.124891336,0,0.151919896,0.996630633,0.999298344,0.997330711,0.999579125,0.989896155
0.223353192,0.193265075,0.266488333,0.226324839,0.228626744,0.99985961,1,1,1,1
0.211623891,0.145629018,0.229901787,0.163868128,0.167847329,0.987926435,0.955655347,0.984827199,0.976150393,0.964496211
0.175999419,0.229384806,0.309643026,0.251606598,0.184908784,0.992138144,0.993404434,0.972464175,0.83543771,0.948638788
0.305948133,0.294649685,0.32910347,0.355482637,0.255563554,0.999719219,0.992983441,0.979629109,0.999859708,0.999579006
0.175999419,0.249123063,0.356806591,0.295378583,0.215676387,0.996490243,0.998737019,0.998595111,0.96969697,0.995509402
0.308714151,0.330213953,0.41170087,0.310081702,0.244615298,0.999157658,0.990878473,0.987917954,0.956790123,0.998737019
0.133062317,0.216997112,0.287301669,0.221425023,0.196751091,0.997894146,0.998877351,0.998595111,0.999719416,0.999859669
0.211482315,0.2382068,0.253639356,0.243676718,0.200729165,0.997753755,0.999438675,0.995504355,0.999438833,1
0.133062305,0.201115635,0.264178254,0.209924148,0.179714468,0.997472975,0.999298344,0.999016578,0.999719416,0.999158013
0.242649449,0.244009942,0.334618986,0.215425761,0.189951051,0.996490243,0.999298344,0.999859511,0.999438833,0.999579006
0.184004751,0.199525875,0.254462111,0.216141476,0.182675161,0.998736487,0.997754701,0.998033155,0.999438833,0.999017682
0.170767704,0.18997517,0.223195749,0.199654399,0.184746003,0.998455707,0.988633174,0.994380444,0.990039282,0.99649172
0.184004751,0.234362105,0.333658432,0.253277409,0.206086884,0.999438439,0.998877351,0.999157067,1,0.999859669
0.22010047,0.24332919,0.322065556,0.232225045,0.193416002,0.989751509,0.983861914,0.987075021,0.999158249,0.999579006
0.191432625,0.293123435,0.307050596,0.28795997,0.203077823,0.99985961,1,1,0.999859708,1
0.193061148,0.248194447,0.256873332,0.264802737,0.180416136,0.97515092,0.989755824,0.996909244,0.998877666,0.998737019
0.181522448,0.224044234,0.302344766,0.240951519,0.178740375,0.998736487,0.999719338,0.999859511,0.999298541,0.999859669
0.294980379,0.277954908,0.284861617,0.215565493,0.200343468,0.991155412,0.984844232,0.988339421,0.966750842,0.999579006
0.167106788,0.148356228,0.241694801,0.179551684,0.180929725,0.99985961,1,1,1,1
0.18052064,0.146863303,0.171910795,0.178065545,0.17536148,0.999578829,0.999859669,0.998454622,0.999859708,0.999438675
0.185748163,0.148356228,0.241694801,0.179551684,0.180929725,1,1,1,1,1
0.171048265,0.137128809,0.206626868,0.164271576,0.169641962,0.987364874,0.995088409,0.974852487,0.999579125,0.996632052
0.257072648,0.237634954,0.232938466,0.281380463,0.236521201,0.986943703,0.69239405,0.809918516,0.510521886,0.201234914
0.298614277,0.312898028,0.386615423,0.345216204,0.382131992,0.99017268,0.968144822,0.970216353,0.967592593,0.965197867
0.257072648,0.331920249,0.43368382,0.382294112,0.277275617,0.999438439,0.961549256,0.967406575,0.998737374,0.629806343
0.292621737,0.447001064,0.51714076,0.396592895,0.462503275,0.992418925,0.996632052,0.99100871,0.973344557,0.988212181
0.133062305,0.217760638,0.267431741,0.205817965,0.178352085,0.99985961,0.999298344,0.999578533,0.999859708,0.999859669
0.136318436,0.186099535,0.241340175,0.178668408,0.185346685,0.997613365,0.997053045,0.998033155,0.998316498,0.999158013
0.133062317,0.194915309,0.253782761,0.196579869,0.181836684,0.999578829,0.998737019,0.999297555,0.999859708,0.999579006
0.1696759,0.154627294,0.219224654,0.178882092,0.132298272,0.976835603,0.962250912,0.968389997,0.995510662,0.989475161
0.18173321,0.217787517,0.309497656,0.212728568,0.18574384,0.99985961,1,0.999859511,1,0.999859669
0.213035884,0.217787517,0.332221233,0.200299714,0.182328552,0.999438439,1,0.999438044,0.999859708,0.999859669
0.156182609,0.18734342,0.273291655,0.200771371,0.166512059,0.993822827,0.998596688,0.994801911,0.999719416,0.999579006
0.232976845,0.213261597,0.342711461,0.212728568,0.19467745,0.999719219,0.999158013,0.997892666,1,1
0.178860125,0.390024562,0.462850996,0.336126306,0.299463113,0.999157658,0.778417064,0.780275358,0.971801347,0.966460848
0.398962783,0.224135196,0.429264208,0.345058945,0.32338039,0.99017268,0.972214426,0.971480753,0.99382716,0.997193376
0.178860125,0.205959103,0.291096506,0.230310354,0.181747673,0.853292152,0.577462812,0.740938466,0.757716049,0.861633455
0.378522531,0.471792332,0.491649703,0.359396213,0.288021849,0.986803313,0.976564693,0.968811464,0.962121212,0.957479652
0.184240515,0.205401835,0.315482628,0.245093464,0.195854345,0.974448968,0.993123772,0.675611127,0.884118967,0.949340443
0.332866432,0.267966388,0.44333459,0.328762816,0.271702083,0.997472975,0.997193376,0.981595954,0.999579125,0.998316026
0.184240515,0.295183402,0.389605097,0.275003923,0.217832248,0.989330338,0.99649172,0.790531048,0.945987654,0.94063991
0.336525772,0.290966082,0.44699722,0.278765984,0.246296399,0.978660677,0.977547011,0.967828042,0.949915825,0.956918327
0.155614009,0.471791977,0.518350225,0.395968006,0.376277221,0.662642145,0.699971934,0.971059286,0.686447811,0.965899523
0.699474353,0.307544184,0.33754786,0.52008365,0.376349746,0.989751509,0.968565815,0.977943242,0.998597082,0.992001123
0.155614009,0.203600609,0.336338336,0.287977496,0.217425193,0.063316019,0.10566938,0.519106491,0.082631874,0.09977547
0.667571113,0.497391505,0.530848236,0.505857102,0.420068899,0.963638916,0.952989054,0.97063782,0.96506734,0.993685097
0.133062317,0.182431993,0.239576396,0.197848119,0.180005737,0.999719219,0.999859669,0.999859511,0.999719416,0.999719338
0.134220168,0.155611576,0.177524687,0.199773349,0.176471137,0.998034536,0.998877351,0.996909244,0.994107744,0.998737019
0.133062317,0.183752047,0.23825348,0.232482189,0.184126607,0.99985961,1,0.999859511,0.999859708,1
0.18792449,0.183752047,0.243474779,0.202085212,0.158529784,0.999438439,1,0.999438044,0.99691358,0.999579006
0.146670215,0.213822385,0.290470831,0.330177845,0.279349154,0.999578829,1,0.999859511,0.999859708,1
0.182877498,0.167587019,0.273091918,0.229995364,0.192336982,0.996630633,0.998175695,0.998173644,0.969837262,0.965618861
0.11514203,0.100569785,0.131324488,0.179712494,0.177546735,0.996349853,0.999719338,0.999719022,0.995510662,0.988913837
0.187646324,0.187897078,0.254413132,0.277273274,0.242648293,0.95058262,0.992001123,0.961084574,0.964365881,0.988633174
0.175999419,0.180168072,0.282248383,0.226592877,0.176261777,0.931489541,0.971653101,0.949564484,0.881593715,0.941201235
0.431289308,0.32273729,0.369931876,0.323193883,0.266188115,1,0.986528207,0.987496488,0.999719416,0.998596688
0.175999419,0.329577576,0.453975599,0.297065202,0.235814971,0.995367121,0.995509402,0.995504355,0.980359147,0.941060904
0.289935171,0.347854537,0.422703254,0.301087309,0.226483066,0.983995508,0.994527084,0.982860354,0.963804714,0.988913837
0.199799692,0.088012475,0.261862896,0.196273464,0.174428445,0.999719219,0.999859669,1,0.997895623,0.999859669
0.235439866,0.156614557,0.240380313,0.266119539,0.184217484,1,1,0.999297555,1,1
0.199799692,0.138115635,0.235318636,0.174348956,0.179100229,0.999578829,0.999859669,0.999859511,0.999859708,0.999859669
0.229121601,0.13973507,0.24483639,0.187225723,0.148446651,0.999578829,0.998175695,0.998314133,0.977272727,0.998316026
0.133062317,0.220105374,0.277576935,0.288815773,0.210100365,0.99985961,1,1,0.999579125,1
0.211767519,0.193490565,0.263461556,0.273642833,0.186767959,0.996069072,0.999719338,0.999578533,0.998737374,0.99649172
0.133062317,0.220105374,0.277576935,0.295716724,0.210100365,0.99985961,1,1,0.999859708,1
0.235085817,0.219148947,0.268382921,0.189456588,0.176236349,0.99985961,0.999859669,0.999157067,0.973344557,0.998737019
0.184240515,0.201811143,0.304788459,0.184337996,0.175045975,0.997192194,0.993123772,0.996628266,0.978815937,0.993825428
0.229394195,0.264377324,0.31912183,0.185155609,0.171069068,0.999017268,0.98807185,0.995223377,0.998597082,0.990878473
0.184240515,0.325660055,0.409437786,0.311947664,0.231727616,0.99985961,0.999859669,1,0.999859708,0.999859669
0.272276847,0.338331127,0.409437786,0.312338442,0.235920856,1,0.999017682,1,1,1
0.175999419,0.181346349,0.264587483,0.197154785,0.192279906,0.999719219,0.999859669,0.999719022,0.999859708,0.999719338
0.150744164,0.159616842,0.19475306,0.198929388,0.177556507,0.996490243,0.99761437,0.993537511,0.999859708,0.994386753
0.175999419,0.200431045,0.282988888,0.20272283,0.194572731,0.99985961,1,1,1,1
0.181257626,0.195984119,0.253526656,0.197024644,0.166208167,0.998876878,0.999438675,0.977100309,0.999438833,0.992983441
0.204230208,0.180161075,0.229698119,0.267385362,0.18434579,1,1,1,1,1
0.200010333,0.1540455,0.175039424,0.254332389,0.161794836,0.99985961,0.999859669,0.999297555,0.999719416,0.997754701
0.193958185,0.116492061,0.184456508,0.174408934,0.17797756,0.99985961,0.999859669,0.999859511,0.999859708,0.999859669
0.163304297,0.160189124,0.188041107,0.18469461,0.182221604,0.990593851,0.993825428,0.989182355,0.966470258,0.997895032
0.155614009,0.196141502,0.254573154,0.219406835,0.155489981,0.997613365,0.99649172,0.9987356,0.999438833,0.998175695
0.190245226,0.173820481,0.254321017,0.204808931,0.194343801,0.995788291,0.989896155,0.995785333,0.995650954,0.996912714
0.155614009,0.2163069,0.294513456,0.24516108,0.200242378,0.999157658,0.998456357,0.999297555,0.999859708,0.999579006
0.200965266,0.226615096,0.325190672,0.220488223,0.174807869,0.988487997,0.988913837,0.994239955,0.99845679,0.989054168
0.133062305,0.193602326,0.258192025,0.157324975,0.166985653,0.990874631,0.999859669,0.999859511,0.999859708,1
0.23389072,0.224545007,0.287564545,0.093262346,0.158935129,0.974027797,0.999859669,1,0.999579125,0.999298344
0.133062305,0.230393556,0.287564545,0.217760241,0.166985653,0.99985961,1,1,1,1
0.350072023,0.230393556,0.287564545,0.181687341,0.166985653,1,1,1,0.999859708,1
0.184240515,0.233623261,0.315841387,0.259185845,0.205407196,0.999157658,0.999158013,0.999297555,0.996773288,0.997193376
0.182545615,0.155278393,0.232399063,0.217823476,0.207198615,0.987645655,0.986528207,0.986513065,0.99298541,0.991860791
0.184240515,0.275028548,0.324334719,0.272423963,0.220585707,0.999157658,0.999719338,0.999438044,0.996632997,0.998737019
0.228476165,0.288799513,0.356733496,0.248801349,0.194760655,0.993822827,0.998316026,0.989182355,0.959034792,0.95481336
0.122409155,0.221995314,0.306691019,0.210400778,0.188747094,0.999719219,0.999859669,0.999859511,0.999859708,0.999859669
0.147308271,0.181494176,0.255407921,0.199331771,0.178120874,0.998174926,0.996912714,0.995644844,0.998035915,0.998877351
0.122409155,0.204624108,0.290603916,0.205926554,0.185266643,0.999438439,0.999719338,0.999578533,0.999719416,0.999859669
0.157572045,0.235414857,0.311298437,0.227004614,0.182891131,0.996349853,0.999859669,0.998173644,0.999719416,0.999158013
0.169715907,0.168464111,0.247092121,0.192869674,0.184479177,0.981889653,0.986528207,0.968109019,0.988916947,0.991018804
0.218997802,0.222829284,0.361170908,0.273114099,0.216721295,0.996911414,0.983300589,0.981595954,0.997615039,0.997474039
0.191432625,0.242156681,0.342606114,0.245986864,0.202881657,0.998034536,0.997053045,0.979769598,0.994248036,0.994246422
0.215447705,0.260191916,0.356046475,0.225754955,0.175258212,0.949599888,0.957339321,0.949985951,0.966049383,0.96674151
0.191432625,0.16730959,0.284361929,0.252557253,0.219237659,0.999438439,0.999017682,0.998454622,0.997334456,0.999298344
0.295723938,0.262431104,0.23982988,0.300010421,0.237322508,1,0.993404434,0.992554088,1,1
0.158985431,0.191684768,0.27046396,0.252174351,0.218826404,0.998736487,0.999579006,0.999297555,0.999719416,0.999438675
0.170259982,0.24354803,0.293019779,0.177270136,0.176763002,0.977256774,0.972775751,0.973307109,0.973905724,0.987370194
0.201896054,0.257447643,0.282430975,0.260343197,0.220191171,0.99985961,1,1,1,1
0.179324908,0.16123391,0.169190376,0.194604548,0.179837435,0.996349853,0.990317148,0.995925822,0.992003367,0.986808869
0.201896054,0.227156505,0.201438768,0.243586484,0.220191171,0.99985961,0.999298344,0.999859511,0.999579125,1
0.231493978,0.23488415,0.268791022,0.233794076,0.20639933,0.999719219,0.995088409,0.999719022,0.996773288,0.997474039
0.183303838,0.232367564,0.317397638,0.274828783,0.183017986,0.997753755,1,0.999859511,0.998597082,1
0.269760035,0.224495436,0.330000102,0.256499605,0.183017986,0.998596097,0.999859669,0.999016578,0.985970819,1
0.183303838,0.232367564,0.337416067,0.327099526,0.183017986,0.998034536,1,0.999719022,0.999298541,1
0.308058816,0.232094966,0.352213598,0.215207754,0.167989892,0.999298049,0.999859669,0.998595111,0.99382716,0.999579006
0.191432625,0.233800607,0.338003829,0.237750164,0.19526232,0.997051804,0.998596688,0.998173644,0.999719416,0.998877351
0.229430976,0.220902732,0.281780838,0.214994662,0.194144472,0.998736487,0.994246422,0.988901377,0.998035915,0.999158013
0.191432625,0.226100536,0.316324858,0.236836278,0.18965706,0.995788291,0.998596688,0.998876089,0.999859708,0.997053045
0.272955789,0.276867163,0.370860997,0.246998918,0.206852991,0.994524779,0.998035363,0.999438044,1,0.999158013
0.222155969,0.153799744,0.211365514,0.258075741,0.165968454,1,1,1,1,1
0.222155969,0.153799744,0.211365514,0.25268094,0.165968454,1,1,1,0.999859708,1
0.212113503,0.153799744,0.211365514,0.258075741,0.165968454,0.99985961,1,1,1,1
0.19062369,0.136622814,0.197581028,0.187977318,0.16130582,0.993542047,0.998035363,0.999157067,0.997334456,0.999579006
0.180380262,0.238551352,0.312155354,0.196065345,0.192990231,0.99985961,0.999859669,0.999859511,1,1
0.216435069,0.241843269,0.299547776,0.196041247,0.185427454,1,1,0.998595111,0.999859708,0.999719338
0.180380262,0.241843269,0.337177671,0.196065345,0.18689103,0.99985961,1,1,1,0.999859669
0.177835186,0.216995958,0.297579729,0.196065345,0.1847065,0.995928682,0.990597811,0.990446755,1,0.998316026
